ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,Planning,Designation,NBHD
R72 01903 0025,16880,0,16880,16880,0,16880,SOUTH PARK,HD-2,South Park
R72 01909 0024,3950,0,3950,1130,0,1130,SOUTH PARK,HD-2,South Park
R72 01903 0022,3840,0,3840,3840,0,3840,SOUTH PARK,HD-2,South Park
R72 01909 0021,1130,22770,23900,1130,27720,28850,SOUTH PARK,HD-2,South Park
R72 01911 0035,13440,2060,15500,13440,4440,17880,SOUTH PARK,HD-2,South Park
R72 01909 0006,73840,38280,112120,76920,35220,112140,SOUTH PARK,HD-1,South Park
R72 02703 0004,21460,39520,60980,21570,74600,96170,SOUTH PARK,HD-2,South Park
R72 02801 0024,9860,30990,40850,8960,6440,15400,SOUTH PARK,HD-2,South Park
R72 02801 0023,8790,30430,39220,10160,32630,42790,SOUTH PARK,HD-2,South Park
R72 02704 0012,22950,28800,51750,22850,70470,93320,SOUTH PARK,HD-2,South Park
R72 02803 0023,7650,0,7650,7650,0,7650,SOUTH PARK,HD-2,South Park
R72 02709 0033,3600,0,3600,1090,0,1090,SOUTH PARK,HD-2,South Park
R72 02706 0048,21910,47590,69500,21780,74060,95840,SOUTH PARK,HD-2,South Park
R72 01902 0018,132000,0,132000,132000,0,132000,SOUTH PARK,HD-2,South Park
R72 02707 0005,16970,21400,38370,17630,51720,69350,SOUTH PARK,HD-2,South Park
R72 02802 0030,28480,42400,70880,29270,74500,103770,SOUTH PARK,HD-2,South Park
R72 02702 0007,5000,0,5000,5030,0,5030,SOUTH PARK,HD-2,South Park
R72 02701 0010,29990,39680,69670,32570,42740,75310,SOUTH PARK,HD-2,South Park
R72 02701 0018,25090,33220,58310,25180,68290,93470,SOUTH PARK,HD-2,South Park
R72 02703 0013,14180,22820,37000,13840,48190,62030,SOUTH PARK,HD-2,South Park
R72 02803 0024,5930,0,5930,5930,0,5930,SOUTH PARK,HD-2,South Park
R72 02711 0056,8690,0,8690,7960,0,7960,SOUTH PARK,HD-2,South Park
R72 02803 0008,12240,43500,55740,13410,33270,46680,SOUTH PARK,HD-2,South Park
R72 01905 0011,24310,31280,55590,24380,86760,111140,SOUTH PARK,HD-2,South Park
R72 02701 0017,25090,43740,68830,25180,86050,111230,SOUTH PARK,HD-2,South Park
R72 01912 0007,23650,56190,79840,23550,81180,104730,SOUTH PARK,HD-2,South Park
R72 02706 0030,10730,0,10730,9670,0,9670,SOUTH PARK,HD-2,South Park
R72 02702 0018,23210,97590,120800,23220,131080,154300,SOUTH PARK,HD-2,South Park
R72 01910 0039,19080,108990,128070,12510,93110,105620,SOUTH PARK,HD-1,South Park
R72 02705 0057,22200,38690,60890,22290,71080,93370,SOUTH PARK,HD-2,South Park
R72 02801 0025,15260,46260,61520,17480,56150,73630,SOUTH PARK,HD-2,South Park
R72 02711 0035,43200,77150,120350,98330,196670,295000,SOUTH PARK,HD-2,South Park
R72 01809 0060,9750,20420,30170,9560,45750,55310,SOUTH PARK,HD-2,South Park
R72 02705 0072,11280,0,11280,10150,0,10150,SOUTH PARK,HD-2,South Park
R72 02706 0054,30130,62130,92260,30150,96900,127050,SOUTH PARK,HD-2,South Park
R72 02701 0014,18000,27640,45640,18600,75750,94350,SOUTH PARK,HD-2,South Park
R72 02709 0009,19200,73940,93140,20000,53200,73200,SOUTH PARK,HD-2,South Park
R72 02701 0004,31510,67930,99440,34170,130270,164440,SOUTH PARK,HD-2,South Park
R72 02704 0057,16120,37520,53640,17460,67680,85140,SOUTH PARK,HD-2,South Park
R72 02704 0050,27140,44400,71540,27280,79590,106870,SOUTH PARK,HD-2,South Park
R72 02704 0038,26200,36050,62250,26280,54530,80810,SOUTH PARK,HD-2,South Park
R72 02702 0048,16850,43080,59930,17610,156060,173670,SOUTH PARK,HD-2,South Park
R72 02610 0018,3900,330,4230,8120,220,8340,SOUTH PARK,HD-1,South Park
R72 02703 0045,12510,36820,49330,25120,85340,110460,SOUTH PARK,HD-2,South Park
R72 02711 0010,22970,38530,61500,22800,95310,118110,SOUTH PARK,HD-2,South Park
R72 02608 0047,9920,2270,12190,9840,1220,11060,SOUTH PARK,HD-1,South Park
R72 01909 0033,6520,0,6520,500,0,500,SOUTH PARK,HD-2,South Park
R72 02610 0016,8540,0,8540,7430,0,7430,SOUTH PARK,HD-1,South Park
R72 02606 0001,100830,155400,256230,101410,157660,259070,SOUTH PARK,HD-1,South Park
R72 02608 0001,29320,0,29320,12320,0,12320,SOUTH PARK,HD-1,South Park
R72 01911 0040,22560,65600,88160,22560,78050,100610,SOUTH PARK,HD-2,South Park
R72 01912 0009,21460,43030,64490,21570,62000,83570,SOUTH PARK,HD-2,South Park
R72 01911 0047,14510,62770,77280,14740,72500,87240,SOUTH PARK,HD-2,South Park
R72 02705 0103,39370,83940,123310,39250,162320,201570,SOUTH PARK,HD-2,South Park
R72 01909 0010,27200,340,27540,7080,0,7080,SOUTH PARK,HD-2,South Park
R72 02601 0013,44100,112080,156180,44350,112570,156920,SOUTH PARK,HD-1,South Park
R72 02609 0005,11040,1890,12930,4640,0,4640,SOUTH PARK,HD-1,South Park
R72 02703 0017,20670,75430,96100,20440,108830,129270,SOUTH PARK,HD-2,South Park
R72 02606 0006,35360,148550,183910,34140,132840,166980,SOUTH PARK,HD-1,South Park
R72 01906 0027,18670,22420,41090,18560,51290,69850,SOUTH PARK,HD-2,South Park
R72 02703 0012,23210,39210,62420,23220,87170,110390,SOUTH PARK,HD-2,South Park
R72 01910 0003,21090,53300,74390,21100,93660,114760,SOUTH PARK,HD-2,South Park
R72 02601 0023,17400,44490,61890,60000,120000,180000,SOUTH PARK,HD-1,South Park
R72 02608 0039,1240,380,1620,550,490,1040,SOUTH PARK,HD-1,South Park
R72 02610 0001,8900,28230,37130,8950,21170,30120,SOUTH PARK,HD-1,South Park
R72 01911 0009,20030,47080,67110,19760,85940,105700,SOUTH PARK,HD-2,South Park
R72 02608 0011,29890,58660,88550,30070,50440,80510,SOUTH PARK,HD-1,South Park
R72 02608 0008,9590,6510,16100,10330,3140,13470,SOUTH PARK,HD-1,South Park
R72 01912 0020,19930,36290,56220,20090,45890,65980,SOUTH PARK,HD-2,South Park
R72 02608 0007,7670,4160,11830,8270,23190,31460,SOUTH PARK,HD-1,South Park
R72 02610 0039,5310,0,5310,10530,0,10530,SOUTH PARK,HD-1,South Park
R72 02601 0016,22690,40900,63590,18260,17350,35610,SOUTH PARK,HD-1,South Park
R72 02601 0012,7130,1160,8290,7170,2500,9670,SOUTH PARK,HD-1,South Park
R72 02701 0003,21890,70850,92740,21540,96530,118070,SOUTH PARK,HD-2,South Park
R72 02608 0033,6690,16730,23420,6660,0,6660,SOUTH PARK,HD-1,South Park
R72 02608 0040,1460,0,1460,540,0,540,SOUTH PARK,HD-1,South Park
R72 01910 0004,21090,34150,55240,21100,68430,89530,SOUTH PARK,HD-2,South Park
R72 02702 0017,22340,71970,94310,22230,75820,98050,SOUTH PARK,HD-2,South Park
R72 02609 0001,25750,0,25750,10820,0,10820,SOUTH PARK,HD-1,South Park
R72 02610 0017,12070,0,12070,25160,0,25160,SOUTH PARK,HD-1,South Park
R72 02610 0041,4340,0,4340,9040,0,9040,SOUTH PARK,HD-1,South Park
R72 02610 0013,10440,15650,26090,20600,0,20600,SOUTH PARK,HD-1,South Park
R72 02601 0011,22270,4170,26440,22400,9270,31670,SOUTH PARK,HD-1,South Park
R72 02608 0034,8130,32400,40530,8110,35360,43470,SOUTH PARK,HD-1,South Park
R72 02608 0009,17640,30150,47790,17740,24420,42160,SOUTH PARK,HD-1,South Park
R72 01911 0071,8810,0,8810,7850,0,7850,SOUTH PARK,HD-2,South Park
R72 01911 0012,27030,73340,100370,27190,144380,171570,SOUTH PARK,HD-2,South Park
R72 01911 0070,3980,0,3980,3840,0,3840,SOUTH PARK,HD-2,South Park
R72 02705 0075,22560,48410,70970,22560,56870,79430,SOUTH PARK,HD-2,South Park
R72 01907 0024,!,!,!,20170,52830,73000,SOUTH PARK,HD-2,South Park
R72 02707 0032,20250,50220,70470,21380,64630,86010,SOUTH PARK,HD-2,South Park
R72 02610 0042,11570,106560,118130,11170,134030,145200,SOUTH PARK,HD-1,South Park
R72 02601 0019,25330,56820,82150,25480,35600,61080,SOUTH PARK,HD-1,South Park
R72 02606 0005,16170,41340,57510,16260,37200,53460,SOUTH PARK,HD-1,South Park
R72 01910 0036,20420,50130,70550,20500,75530,96030,SOUTH PARK,HD-2,South Park
R72 02802 0022,28480,50040,78520,29270,58520,87790,SOUTH PARK,HD-2,South Park
R72 01910 0013,17400,2230,19630,11190,3600,14790,SOUTH PARK,HD-1,South Park
R72 02608 0030,3620,0,3620,3220,0,3220,SOUTH PARK,HD-1,South Park
R72 02709 0014,24780,31860,56640,25500,46930,72430,SOUTH PARK,HD-2,South Park
R72 02709 0035,!,!,!,18080,121790,139870,SOUTH PARK,HD-2,South Park
R72 02709 0012,19200,17110,36310,19500,40030,59530,SOUTH PARK,HD-2,South Park
R72 02706 0018,16700,11160,27860,17400,55340,72740,SOUTH PARK,HD-2,South Park
R72 01910 0062,!,!,!,22740,148130,170870,SOUTH PARK,HD-1,South Park
R72 01910 0059,0,0,0,0,0,0,SOUTH PARK,HD-1,South Park
R72 01910 0014,17400,11610,29010,11190,9350,20540,SOUTH PARK,HD-1,South Park
R72 01910 0058,14780,64170,78950,14900,162010,176910,SOUTH PARK,HD-1,South Park
R72 01910 0012,17400,8340,25740,11190,6080,17270,SOUTH PARK,HD-1,South Park
R72 02704 0081,!,!,!,37060,72290,109350,SOUTH PARK,HD-2,South Park
R72 02803 0021,8770,37550,46320,10100,41390,51490,SOUTH PARK,HD-2,South Park
R72 02705 0023,22640,54470,77110,22630,52100,74730,SOUTH PARK,HD-2,South Park
R72 02706 0007,19050,48360,67410,19430,108980,128410,SOUTH PARK,HD-2,South Park
R72 01912 0014,20150,52560,72710,20250,72160,92410,SOUTH PARK,HD-2,South Park
R72 02707 0069,500,3000,3500,530,3340,3870,SOUTH PARK,HD-2,South Park
R72 02711 0046,36000,86980,122980,37500,35440,72940,SOUTH PARK,HD-2,South Park
R72 02702 0016,22340,69110,91450,22230,75260,97490,SOUTH PARK,HD-2,South Park
R72 02701 0007,25200,24960,50160,26250,68360,94610,SOUTH PARK,HD-2,South Park
R72 02702 0049,20590,37200,57790,20750,96140,116890,SOUTH PARK,HD-2,South Park
R72 02707 0046,12630,63010,75640,13160,104770,117930,SOUTH PARK,HD-2,South Park
R72 02804 0003,28320,50750,79070,30000,4080,34080,SOUTH PARK,HD-2,South Park
R72 02707 0075,33210,27580,60790,34830,98190,133020,SOUTH PARK,HD-2,South Park
R72 02701 0037,23400,39050,62450,24190,138140,162330,SOUTH PARK,HD-2,South Park
R72 02709 0007,23010,34490,57500,23250,23810,47060,SOUTH PARK,HD-2,South Park
R72 02707 0016,18160,68400,86560,12010,80690,92700,SOUTH PARK,HD-1,South Park
R72 02707 0017,18660,3570,22230,13080,3400,16480,SOUTH PARK,HD-1,South Park
R72 02703 0060,!,!,!,11570,69830,81400,SOUTH PARK,HD-2,South Park
R72 02703 0024,23210,34580,57790,23140,128990,152130,SOUTH PARK,HD-2,South Park
R72 02703 0026,23210,53270,76480,23140,136280,159420,SOUTH PARK,HD-2,South Park
R72 02703 0030,23210,46780,69990,23140,84520,107660,SOUTH PARK,HD-2,South Park
R72 02707 0035,22870,80850,103720,23500,100310,123810,SOUTH PARK,HD-2,South Park
R72 02707 0036,24320,52390,76710,25500,113680,139180,SOUTH PARK,HD-2,South Park
R72 02707 0033,17280,20000,37280,18250,21140,39390,SOUTH PARK,HD-2,South Park
R72 02707 0038,27230,140570,167800,29500,154340,183840,SOUTH PARK,HD-2,South Park
R72 02707 0045,23600,93060,116660,24500,100030,124530,SOUTH PARK,HD-2,South Park
R72 02707 0037,25410,60610,86020,27000,89450,116450,SOUTH PARK,HD-2,South Park
R72 02707 0043,32670,129750,162420,33300,163790,197090,SOUTH PARK,HD-2,South Park
R72 02707 0044,23600,39840,63440,24500,108250,132750,SOUTH PARK,HD-2,South Park
R72 02707 0047,530,0,530,550,0,550,SOUTH PARK,HD-2,South Park
R72 02802 0019,21120,28160,49280,21100,49470,70570,SOUTH PARK,HD-2,South Park
R72 02802 0037,12700,50760,63460,13010,97190,110200,SOUTH PARK,HD-2,South Park
R72 01902 0014,17940,32930,50870,18250,55350,73600,SOUTH PARK,HD-2,South Park
R72 01902 0014,17940,32930,50870,18250,55350,73600,SOUTH PARK,HD-2,South Park
R72 01902 0045,17940,30900,48840,18250,51500,69750,SOUTH PARK,HD-2,South Park
R72 01902 0016,23460,38960,62420,23250,29690,52940,SOUTH PARK,HD-2,South Park
R72 01902 0017,9380,0,9380,9300,0,9300,SOUTH PARK,HD-2,South Park
R72 02705 0012,22560,43330,65890,22560,89380,111940,SOUTH PARK,HD-2,South Park
R72 01911 0050,22560,68380,90940,22560,68880,91440,SOUTH PARK,HD-2,South Park
R72 02707 0030,24840,110590,135430,24500,211980,236480,SOUTH PARK,HD-2,South Park
R72 01911 0046,17300,48200,65500,18190,75610,93800,SOUTH PARK,HD-2,South Park
R72 01902 0050,10340,8320,18660,10590,15300,25890,SOUTH PARK,HD-2,South Park
R72 01902 0048,10810,8730,19540,10790,16220,27010,SOUTH PARK,HD-2,South Park
R72 02703 0061,!,!,!,11570,94870,106440,SOUTH PARK,HD-2,South Park
R72 02802 0023,19320,28850,48170,18670,62830,81500,SOUTH PARK,HD-2,South Park
R72 02802 0024,14240,0,14240,13170,0,13170,SOUTH PARK,HD-2,South Park
R72 01910 0005,21380,49900,71280,21360,104820,126180,SOUTH PARK,HD-2,South Park
R72 02703 0028,23210,71390,94600,23140,135850,158990,SOUTH PARK,HD-2,South Park
R72 02703 0029,11610,0,11610,10410,0,10410,SOUTH PARK,HD-2,South Park
R72 01910 0034,20420,82140,102560,20500,116890,137390,SOUTH PARK,HD-2,South Park
R72 01911 0048,27030,84350,111380,26190,162450,188640,SOUTH PARK,HD-2,South Park
R72 02705 0074,21420,0,21420,5080,0,5080,SOUTH PARK,HD-2,South Park
R72 01906 0034,28140,126330,154470,28660,164490,193150,SOUTH PARK,HD-2,South Park
R72 01910 0052,22420,62190,84610,22460,94820,117280,SOUTH PARK,HD-2,South Park
R72 01910 0007,21090,47490,68580,21100,132840,153940,SOUTH PARK,HD-2,South Park
R72 02707 0077,!,!,!,34000,275010,309010,SOUTH PARK,HD-2,South Park
R72 02703 0035,22560,58820,81380,22560,147870,170430,SOUTH PARK,HD-2,South Park
R72 02705 0002,19780,15600,35380,19680,42240,61920,SOUTH PARK,HD-2,South Park
R72 02706 0057,30130,149570,179700,30150,179540,209690,SOUTH PARK,HD-2,South Park
R72 01911 0066,2900,0,2900,3020,0,3020,SOUTH PARK,HD-2,South Park
R72 01911 0068,1970,0,1970,1890,0,1890,SOUTH PARK,HD-2,South Park
R72 01912 0053,8870,24930,33800,18130,32210,50340,SOUTH PARK,HD-2,South Park
R72 02703 0010,23210,75830,99040,23220,104980,128200,SOUTH PARK,HD-2,South Park
R72 02706 0068,19080,59770,78850,19260,88550,107810,SOUTH PARK,HD-2,South Park
R72 01911 0004,20030,9670,29700,19760,27450,47210,SOUTH PARK,HD-2,South Park
R72 01911 0006,27030,42640,69670,27190,74140,101330,SOUTH PARK,HD-2,South Park
R72 01911 0005,20030,8510,28540,19760,23760,43520,SOUTH PARK,HD-2,South Park
R72 02706 0059,30130,156930,187060,30150,177310,207460,SOUTH PARK,HD-2,South Park
R72 02706 0040,16970,40170,57140,17630,99610,117240,SOUTH PARK,HD-2,South Park
R72 02706 0079,540,0,540,610,0,610,SOUTH PARK,HD-2,South Park
R72 02705 0006,22560,78060,100620,22560,129000,151560,SOUTH PARK,HD-2,South Park
R72 02705 0007,8810,0,8810,7850,0,7850,SOUTH PARK,HD-2,South Park
R72 02707 0065,23490,61330,84820,23250,86360,109610,SOUTH PARK,HD-2,South Park
R72 02705 0022,22950,61060,84010,22940,86960,109900,SOUTH PARK,HD-2,South Park
R72 02801 0029,13200,28330,41530,14640,34380,49020,SOUTH PARK,HD-2,South Park
R72 02706 0020,20360,91350,111710,20550,138740,159290,SOUTH PARK,HD-2,South Park
R72 02705 0048,15940,56020,71960,9180,60420,69600,SOUTH PARK,HD-1,South Park
R72 02709 0022,21950,37030,58980,21900,66040,87940,SOUTH PARK,HD-2,South Park
R72 02802 0039,12700,33000,45700,13010,64060,77070,SOUTH PARK,HD-2,South Park
R72 02702 0019,23210,48730,71940,23220,64930,88150,SOUTH PARK,HD-2,South Park
R72 01912 0030,20150,59560,79710,20170,66540,86710,SOUTH PARK,HD-2,South Park
R72 02705 0084,22950,35900,58850,22850,52760,75610,SOUTH PARK,HD-2,South Park
R72 02704 0049,25740,42120,67860,25970,44190,70160,SOUTH PARK,HD-2,South Park
R72 01912 0002,23650,82830,106480,23550,89050,112600,SOUTH PARK,HD-2,South Park
R72 02610 0009,31860,53870,85730,34630,116320,150950,SOUTH PARK,HD-1,South Park
R72 02610 0004,22780,41370,64150,22730,111760,134490,SOUTH PARK,HD-1,South Park
R72 02610 0011,27260,50490,77750,28740,114800,143540,SOUTH PARK,HD-1,South Park
R72 02610 0010,18240,56360,74600,18350,46730,65080,SOUTH PARK,HD-1,South Park
R72 02711 0051,16970,31170,48140,17630,56920,74550,SOUTH PARK,HD-2,South Park
R72 02704 0010,19890,33420,53310,19750,51760,71510,SOUTH PARK,HD-2,South Park
R72 01910 0050,22420,30160,52580,22460,36840,59300,SOUTH PARK,HD-2,South Park
R72 02802 0012,21020,66600,87620,20640,87590,108230,SOUTH PARK,HD-2,South Park
R72 02701 0006,25200,62080,87280,26480,118390,144870,SOUTH PARK,HD-2,South Park
R72 02704 0044,28320,35680,64000,30200,87650,117850,SOUTH PARK,HD-2,South Park
R72 01911 0013,7290,0,7290,7180,0,7180,SOUTH PARK,HD-2,South Park
R72 01911 0014,29550,52050,81600,36350,79200,115550,SOUTH PARK,HD-2,South Park
R72 01911 0001,14150,16270,30420,28880,119230,148110,SOUTH PARK,HD-2,South Park
R72 02705 0029,20590,92310,112900,20580,151620,172200,SOUTH PARK,HD-2,South Park
R72 02704 0016,22950,45730,68680,22850,74610,97460,SOUTH PARK,HD-2,South Park
R72 02706 0065,15290,440,15730,15300,0,15300,SOUTH PARK,HD-2,South Park
R72 02706 0064,30490,38440,68930,30600,153610,184210,SOUTH PARK,HD-2,South Park
R72 01907 0018,16130,40100,56230,13120,56500,69620,SOUTH PARK,HD-2,South Park
R72 02706 0016,23490,36000,59490,23250,56660,79910,SOUTH PARK,HD-2,South Park
R72 02701 0024,23050,32290,55340,22850,55480,78330,SOUTH PARK,HD-2,South Park
R72 02709 0023,23010,40390,63400,23250,78080,101330,SOUTH PARK,HD-2,South Park
R72 01911 0038,22560,38860,61420,22560,81670,104230,SOUTH PARK,HD-2,South Park
R72 02711 0036,32670,84980,117650,33300,141020,174320,SOUTH PARK,HD-2,South Park
R72 02707 0041,28800,98430,127230,37000,17260,54260,SOUTH PARK,HD-2,South Park
R72 01911 0041,22560,48410,70970,22560,122070,144630,SOUTH PARK,HD-2,South Park
R72 01809 0054,4860,0,4860,5060,0,5060,SOUTH PARK,HD-2,South Park
R72 02706 0053,30130,50320,80450,30150,6840,36990,SOUTH PARK,HD-2,South Park
R72 02801 0044,8480,29680,38160,9680,41880,51560,SOUTH PARK,HD-2,South Park
R72 01906 0016,23900,70170,94070,23830,103160,126990,SOUTH PARK,HD-2,South Park
R72 02705 0028,18650,44710,63360,19060,78630,97690,SOUTH PARK,HD-2,South Park
R72 02711 0002,16700,39810,56510,17400,62610,80010,SOUTH PARK,HD-2,South Park
R72 02711 0031,24140,53990,78130,7820,83080,90900,SOUTH PARK,HD-2,South Park
R72 01906 0013,26100,61730,87830,26620,86300,112920,SOUTH PARK,HD-2,South Park
R72 02709 0001,23010,43040,66050,23250,75710,98960,SOUTH PARK,HD-2,South Park
R72 02709 0025,11510,0,11510,10460,0,10460,SOUTH PARK,HD-2,South Park
R72 01912 0003,23650,87920,111570,23550,125710,149260,SOUTH PARK,HD-2,South Park
R72 02705 0004,22560,44170,66730,22560,38910,61470,SOUTH PARK,HD-2,South Park
R72 02707 0012,8410,69870,78280,8760,97130,105890,SOUTH PARK,HD-2,South Park
R72 02710 0028,10710,27340,38050,11740,7390,19130,SOUTH PARK,HD-2,South Park
R72 02707 0023,9790,101190,110980,19880,163340,183220,SOUTH PARK,HD-2,South Park
R72 02707 0062,9530,0,9530,8740,0,8740,SOUTH PARK,HD-2,South Park
R72 02709 0024,23010,34380,57390,23250,59620,82870,SOUTH PARK,HD-2,South Park
R72 02703 0025,23210,18210,41420,23140,131970,155110,SOUTH PARK,HD-2,South Park
R72 01911 0067,13570,25350,38920,13400,49630,63030,SOUTH PARK,HD-2,South Park
R72 02710 0008,13280,39500,52780,15270,32960,48230,SOUTH PARK,HD-2,South Park
R72 02804 0001,20640,29450,50090,20800,49420,70220,SOUTH PARK,HD-2,South Park
R72 02711 0023,17490,36710,54200,18080,85030,103110,SOUTH PARK,HD-2,South Park
R72 02711 0012,23490,16650,40140,23250,66240,89490,SOUTH PARK,HD-2,South Park
R72 02704 0004,22950,53520,76470,22850,93570,116420,SOUTH PARK,HD-2,South Park
R72 02705 0076,28430,19640,48070,28640,86350,114990,SOUTH PARK,HD-2,South Park
R72 02704 0003,22340,87010,109350,22230,97120,119350,SOUTH PARK,HD-2,South Park
R72 02711 0029,19310,47550,66860,19650,73950,93600,SOUTH PARK,HD-2,South Park
R72 02705 0080,22730,43140,65870,22760,55420,78180,SOUTH PARK,HD-2,South Park
R72 02705 0081,22730,122050,144780,22760,142920,165680,SOUTH PARK,HD-2,South Park
R72 02703 0047,19700,72580,92280,19830,148680,168510,SOUTH PARK,HD-2,South Park
R72 02703 0048,10430,0,10430,9450,0,9450,SOUTH PARK,HD-2,South Park
R72 02701 0022,27120,48110,75230,27500,122490,149990,SOUTH PARK,HD-2,South Park
R72 01912 0026,20150,27700,47850,20170,71170,91340,SOUTH PARK,HD-2,South Park
R72 02704 0015,22950,90950,113900,22850,77910,100760,SOUTH PARK,HD-2,South Park
R72 02706 0058,30130,66210,96340,30150,94790,124940,SOUTH PARK,HD-2,South Park
R72 01910 0037,20420,109610,130030,20500,155150,175650,SOUTH PARK,HD-2,South Park
R72 01911 0016,27810,100240,128050,28000,150850,178850,SOUTH PARK,HD-2,South Park
R72 02704 0013,22950,43130,66080,22850,94850,117700,SOUTH PARK,HD-2,South Park
R72 01906 0029,26680,36480,63160,27200,56180,83380,SOUTH PARK,HD-2,South Park
R72 02707 0020,21840,118820,140660,21800,139050,160850,SOUTH PARK,HD-2,South Park
R72 02704 0002,26010,97920,123930,25950,130240,156190,SOUTH PARK,HD-2,South Park
R72 02709 0026,21950,22560,44510,21900,44370,66270,SOUTH PARK,HD-2,South Park
R72 02703 0056,23650,62960,86610,23550,123610,147160,SOUTH PARK,HD-2,South Park
R72 02705 0060,22200,40970,63170,22120,57830,79950,SOUTH PARK,HD-2,South Park
R72 01911 0058,22560,40550,63110,22560,0,22560,SOUTH PARK,HD-2,South Park
R72 02707 0007,19050,27260,46310,19430,48210,67640,SOUTH PARK,HD-2,South Park
R72 02703 0042,10140,2460,12600,10560,1910,12470,SOUTH PARK,HD-2,South Park
R72 02703 0036,22560,61660,84220,22560,76190,98750,SOUTH PARK,HD-2,South Park
R72 02703 0041,11060,61620,72680,11520,68950,80470,SOUTH PARK,HD-2,South Park
R72 02703 0034,22560,19110,41670,22560,38190,60750,SOUTH PARK,HD-2,South Park
R72 01912 0016,19930,25270,45200,20090,50920,71010,SOUTH PARK,HD-2,South Park
R72 01912 0017,19380,53280,72660,19600,84100,103700,SOUTH PARK,HD-2,South Park
R72 01912 0041,27030,98620,125650,18230,119100,137330,SOUTH PARK,HD-2,South Park
R72 02704 0053,10800,0,10800,9680,0,9680,SOUTH PARK,HD-2,South Park
R72 02705 0077,24850,88130,112980,24920,183000,207920,SOUTH PARK,HD-2,South Park
R72 02702 0024,23210,82030,105240,23220,103260,126480,SOUTH PARK,HD-2,South Park
R72 02704 0080,!,!,!,20770,179930,200700,SOUTH PARK,HD-2,South Park
R72 02707 0019,21840,64900,86740,21800,114570,136370,SOUTH PARK,HD-2,South Park
R72 02706 0042,19050,105780,124830,19430,125510,144940,SOUTH PARK,HD-2,South Park
R72 02711 0024,23120,66190,89310,22800,116530,139330,SOUTH PARK,HD-2,South Park
R72 02705 0021,22640,31410,54050,22630,121370,144000,SOUTH PARK,HD-2,South Park
R72 02706 0034,16970,2790,19760,17630,37900,55530,SOUTH PARK,HD-2,South Park
R72 01910 0056,22420,58460,80880,22460,91800,114260,SOUTH PARK,HD-2,South Park
R72 02707 0042,28800,92940,121740,30000,14890,44890,SOUTH PARK,HD-2,South Park
R72 01910 0018,21090,45860,66950,21100,63410,84510,SOUTH PARK,HD-2,South Park
R72 02703 0031,22560,49010,71570,22560,96950,119510,SOUTH PARK,HD-2,South Park
R72 01913 0007,32070,0,32070,11520,0,11520,SOUTH PARK,HD-2,South Park
R72 01905 0007,25640,32810,58450,25970,87050,113020,SOUTH PARK,HD-2,South Park
R72 01909 0030,27000,104380,131380,27000,126340,153340,SOUTH PARK,HD-2,South Park
R72 02709 0016,23360,36960,60320,23700,63930,87630,SOUTH PARK,HD-2,South Park
R72 02702 0031,23850,108030,131880,23810,162830,186640,SOUTH PARK,HD-2,South Park
R72 02705 0102,22560,33240,55800,22560,69320,91880,SOUTH PARK,HD-2,South Park
R72 02701 0012,17400,4800,22200,18000,96930,114930,SOUTH PARK,HD-2,South Park
R72 01912 0005,23650,43550,67200,23550,68010,91560,SOUTH PARK,HD-2,South Park
R72 02711 0013,12140,0,12140,10770,0,10770,SOUTH PARK,HD-2,South Park
R72 02711 0062,22710,70960,93670,22580,123600,146180,SOUTH PARK,HD-2,South Park
R72 02803 0015,13080,3430,16510,14410,1970,16380,SOUTH PARK,HD-2,South Park
R72 02608 0004,14970,41480,56450,15050,38540,53590,SOUTH PARK,HD-1,South Park
R72 02608 0035,6890,20310,27200,6810,20510,27320,SOUTH PARK,HD-1,South Park
R72 02701 0021,26640,39880,66520,27000,56860,83860,SOUTH PARK,HD-2,South Park
R72 02711 0005,22970,32840,55810,22800,3590,26390,SOUTH PARK,HD-2,South Park
R72 02711 0055,5180,2050,7230,5400,1540,6940,SOUTH PARK,HD-2,South Park
R72 02711 0050,15660,33420,49080,16500,56860,73360,SOUTH PARK,HD-2,South Park
R72 02701 0005,23010,101830,124840,23190,110890,134080,SOUTH PARK,HD-2,South Park
R72 01912 0033,15560,59260,74820,17060,91420,108480,SOUTH PARK,HD-2,South Park
R72 01912 0013,20150,47370,67520,20250,56930,77180,SOUTH PARK,HD-2,South Park
R72 01912 0012,20150,54070,74220,20250,75770,96020,SOUTH PARK,HD-2,South Park
R72 01907 0004,20810,97590,118400,20910,149870,170780,SOUTH PARK,HD-2,South Park
R72 02601 0052,17150,0,17150,12700,0,12700,SOUTH PARK,HD-1,South Park
R72 02601 0017,10290,56150,66440,10350,46100,56450,SOUTH PARK,HD-1,South Park
R72 02601 0022,6020,50360,56380,6050,31740,37790,SOUTH PARK,HD-1,South Park
R72 02601 0024,7800,2120,9920,7840,1460,9300,SOUTH PARK,HD-1,South Park
R72 02610 0007,8420,21730,30150,17200,13390,30590,SOUTH PARK,HD-1,South Park
R72 02601 0020,25470,43720,69190,25620,8930,34550,SOUTH PARK,HD-1,South Park
R72 02601 0056,6260,42970,49230,6290,20780,27070,SOUTH PARK,HD-1,South Park
R72 02601 0055,18970,67820,86790,18870,57130,76000,SOUTH PARK,HD-1,South Park
