R72 02203 0002,!,!,!
R72 02203 0023,15590,25490,41080
R72 02203 0078,18480,54480,72960
R72 01208 0081,!,!,!
R72 02201 0031,12890,44610,57500
R72 01212 0015,!,!,!
R72 01212 0021,!,!,!
R72 01209 0069,!,!,!
R72 01208 0006,!,!,!
R72 02201 0056,!,!,!
R72 02201 0041,!,!,!
R72 01212 0023,!,!,!
R72 02201 0040,!,!,!
R72 02201 0045,!,!,!
R72 01212 0013,!,!,!
R72 02203 0111,!,!,!
R72 02203 0063,!,!,!
R72 02203 0107,!,!,!
R72 02203 0064,!,!,!
R72 01211 0024,!,!,!
R72 01211 0034,!,!,!
R72 01212 0029,!,!,!
R72 02201 0054,!,!,!
R72 02203 0109,!,!,!
R72 02201 0038,!,!,!
R72 02201 0036,!,!,!
R72 02203 0091,!,!,!
R72 02201 0051,!,!,!
R72 02203 0087,!,!,!
R72 01208 0008,!,!,!
R72 01210 0046,!,!,!
R72 01210 0048,!,!,!
R72 01211 0052,!,!,!
R72 01210 0071,!,!,!
R72 02201 0060,!,!,!
R72 01210 0022,!,!,!
R72 01209 0085,!,!,!
R72 01211 0017,!,!,!
R72 01211 0014,!,!,!
R72 01211 0007,!,!,!
R72 01210 0027,!,!,!
R72 01210 0050,!,!,!
R72 02203 0089,!,!,!
R72 02203 0043,!,!,!
R72 01210 0064,!,!,!
R72 01211 0051,!,!,!
R72 01208 0004,!,!,!
R72 01208 0049,!,!,!
R72 01210 0030,!,!,!
R72 01210 0047,!,!,!
R72 01210 0029,!,!,!
R72 02201 0017,!,!,!
R72 02202 0053,!,!,!
R72 01210 0077,!,!,!
R72 01210 0066,!,!,!
R72 02203 0054,!,!,!
R72 02203 0056,!,!,!
R72 01211 0040,!,!,!
R72 01210 0033,!,!,!
R72 01211 0068,!,!,!
R72 01209 0014,!,!,!
R72 01208 0078,!,!,!
R72 02203 0076,!,!,!
R72 01209 0076,!,!,!
R72 01206 0003,7360,0,7360
R72 02203 0016,!,!,!
R72 02203 0108,!,!,!
R72 01211 0044,!,!,!
R72 01211 0012,!,!,!
R72 01210 0034,!,!,!
R72 02203 0066,!,!,!
R72 02203 0081,!,!,!
R72 02203 0020,!,!,!
R72 01211 0042,!,!,!
R72 01210 0053,!,!,!
R72 01208 0003,!,!,!
R72 02203 0071,!,!,!
R72 02202 0049,!,!,!
R72 01209 0006,!,!,!
R72 01207 0071,!,!,!
R72 01209 0090,!,!,!
R72 02203 0038,!,!,!
R72 01206 0005,14990,32960,47950
R72 01206 0002,!,!,!
R72 02203 0114,!,!,!
R72 01210 0026,!,!,!
R72 02203 0053,!,!,!
R72 01210 0055,!,!,!
R72 02203 0068,!,!,!
R72 01210 0010,!,!,!
R72 01210 0051,!,!,!
R72 02203 0057,!,!,!
R72 01208 0013,!,!,!
R72 01208 0063,!,!,!
R72 01210 0032,!,!,!
R72 02202 0056,!,!,!
R72 01210 0052,!,!,!
R72 01210 0031,!,!,!
R72 01210 0002,!,!,!
R72 01211 0005,!,!,!
R72 02201 0047,!,!,!
R72 01212 0017,!,!,!
R72 02202 0054,!,!,!
R72 01208 0079,!,!,!
R72 01211 0010,!,!,!
R72 01211 0022,!,!,!
R72 01210 0049,!,!,!
R72 02203 0072,!,!,!
R72 02202 0044,!,!,!
R72 01209 0073,!,!,!
R72 02201 0043,!,!,!
R72 01211 0018,!,!,!
R72 01210 0008,!,!,!
R72 01206 0031,15480,13130,28610
R72 01206 0070,!,!,!
R72 01212 0048,!,!,!
R72 02203 0075,!,!,!
R72 02203 0106,!,!,!
R72 01209 0071,!,!,!
R72 01208 0010,!,!,!
R72 01210 0024,!,!,!
R72 02201 0020,12990,19540,32530
R72 01206 0069,!,!,!
R72 01207 0070,!,!,!
R72 01210 0006,11420,37890,49310
R72 02203 0048,14880,6060,20940
R72 01212 0030,14400,58060,72460
R72 02202 0018,9230,4180,13410
R72 01211 0031,16670,25180,41850
R72 02201 0046,19730,116740,136470
R72 01207 0024,!,!,!
R72 02203 0021,12830,21240,34070
R72 01207 0079,!,!,!
R72 01206 0061,!,!,!
R72 02201 0027,13050,21630,34680
R72 01206 0062,!,!,!
R72 01206 0032,!,!,!
R72 01206 0042,!,!,!
R72 01206 0063,!,!,!
R72 01207 0069,9180,2830,12010
R72 02203 0090,8640,3010,11650
R72 02207 0010,6300,0,6300
R72 02207 0013,15730,16340,32070
R72 01212 0044,8900,403430,412330
R72 01207 0075,380,0,380
R72 02201 0024,18480,44240,62720
R72 02201 0022,12990,32150,45140
R72 01209 0032,8550,0,8550
R72 01209 0031,8550,27000,35550
R72 02201 0026,18150,32200,50350
R72 02201 0029,7020,18120,25140
R72 01209 0011,7020,3320,10340
R72 02207 0011,15980,18490,34470
R72 02201 0023,13240,18020,31260
R72 01210 0084,14650,25590,40240
R72 02203 0055,1560,0,1560
R72 01207 0077,4800,0,4800
R72 01206 0025,14990,26490,41480
R72 02207 0003,19980,16130,36110
R72 02203 0006,18900,48030,66930
R72 02206 0001,79750,337070,416820
R72 01210 0080,7060,43450,50510
R72 01210 0056,16300,49310,65610
R72 01209 0037,6740,17740,24480
R72 02203 0033,7440,0,7440
R72 01209 0046,17150,28900,46050
R72 01208 0073,6000,6210,12210
R72 02203 0058,4700,0,4700
R72 02203 0037,5320,0,5320
R72 01209 0047,17150,27710,44860
R72 02202 0020,7480,1600,9080
R72 01209 0048,17150,26890,44040
R72 01211 0062,5900,0,5900
R72 01210 0070,12290,37180,49470
R72 02201 0057,7130,3690,10820
R72 02203 0018,10400,37460,47860
R72 02203 0112,16100,22790,38890
R72 01206 0024,14990,22820,37810
R72 01206 0054,14990,28450,43440
R72 02201 0055,10150,5110,15260
R72 01212 0043,6290,2730,9020
R72 02201 0035,18000,86430,104430
R72 01206 0016,1620,3200,4820
R72 01206 0022,4500,18180,22680
R72 02201 0058,14850,4770,19620
R72 02203 0110,3490,0,3490
R72 02201 0044,19730,90790,110520
R72 02203 0065,5140,0,5140
R72 02203 0005,21810,579240,601050
R72 02201 0053,11230,5570,16800
R72 01210 0039,14880,23070,37950
R72 02203 0026,14320,34420,48740
R72 02203 0003,14880,21460,36340
R72 01210 0001,22180,545350,567530
R72 01208 0047,7890,13260,21150
R72 01210 0035,4220,0,4220
R72 01211 0043,17110,45720,62830
R72 01208 0056,3510,0,3510
R72 01211 0033,12760,11560,24320
R72 01206 0006,14990,6140,21130
R72 01206 0028,7490,0,7490
R72 01211 0069,1270,1910,3180
R72 01206 0014,14990,28690,43680
R72 01206 0007,14990,32860,47850
R72 01206 0010,9740,15500,25240
R72 01211 0021,14400,26820,41220
R72 01207 0072,14100,29170,43270
R72 01206 0049,7490,0,7490
R72 01211 0020,200,0,200
R72 01206 0012,14990,12180,27170
R72 01206 0039,17580,141310,158890
R72 01206 0060,40500,59440,99940
R72 01208 0088,11700,54210,65910
R72 01210 0069,12290,28260,40550
R72 02203 0047,14880,1680,16560
R72 01210 0014,15310,30640,45950
R72 02207 0008,15980,17250,33230
R72 02208 0049,3020,0,3020
R72 02207 0014,15980,19390,35370
R72 01212 0003,15730,43050,58780
R72 02203 0004,14050,13610,27660
R72 02207 0055,!,!,!
R72 01211 0030,8790,19570,28360
R72 01208 0055,9500,36620,46120
R72 02208 0001,4640,5430,10070
R72 02207 0001,6850,16400,23250
R72 02207 0005,7080,0,7080
R72 01209 0110,21780,35460,57240
R72 02207 0054,!,!,!
R72 02207 0009,15730,24320,40050
R72 02207 0053,7290,25690,32980
R72 02207 0016,15730,28430,44160
R72 01209 0092,8890,32300,41190
R72 02201 0014,18480,26140,44620
R72 01212 0034,13750,22220,35970
R72 02207 0004,15980,20890,36870
R72 02207 0007,15730,31490,47220
R72 02207 0006,!,!,!
R72 02208 0050,3000,520,3520
R72 02208 0051,7070,0,7070
R72 01208 0048,9400,0,9400
R72 02203 0013,6280,2730,9010
R72 01212 0020,17230,62850,80080
R72 01208 0087,!,!,!
R72 02202 0025,6770,18000,24770
R72 01208 0086,!,!,!
R72 01207 0027,!,!,!
R72 01207 0074,!,!,!
R72 01207 0026,!,!,!
R72 01207 0025,!,!,!
R72 01205 0001,18090,56980,75070
R72 01206 0019,14990,37150,52140
R72 01206 0017,9990,35790,45780
R72 01206 0020,14990,38080,53070
R72 01206 0066,!,!,!
R72 01206 0018,7560,11310,18870
R72 01211 0060,13470,14710,28180
R72 01211 0058,8640,71160,79800
R72 01211 0059,8320,16510,24830
R72 01211 0057,8640,29890,38530
R72 01209 0111,!,!,!
R72 01209 0105,20760,43280,64040
R72 01209 0113,!,!,!
R72 01210 0017,15310,42010,57320
R72 01206 0030,15730,26760,42490
R72 01209 0015,8300,0,8300
R72 01209 0013,17700,35080,52780
R72 01208 0052,14690,25980,40670
R72 01208 0058,14690,32420,47110
R72 01211 0037,16730,54280,71010
R72 02201 0016,14740,21130,35870
R72 02207 0002,4740,0,4740
R72 01212 0006,15730,7880,23610
R72 01206 0059,16730,12880,29610
R72 01209 0052,13590,46570,60160
R72 02202 0024,8940,20140,29080
R72 01209 0082,16220,54190,70410
R72 02203 0062,15210,35450,50660
R72 01212 0028,6000,56640,62640
R72 01209 0109,21780,34480,56260
R72 01206 0001,9530,0,9530
R72 01206 0044,8110,0,8110
R72 01206 0045,16220,57720,73940
R72 01210 0038,15120,43090,58210
R72 02207 0012,15730,6570,22300
R72 01209 0007,10370,5000,15370
R72 01209 0084,13310,42570,55880
R72 01208 0062,14400,73490,87890
R72 02203 0017,16280,30260,46540
R72 01212 0038,4940,0,4940
R72 01212 0037,16200,128770,144970
R72 01212 0018,7120,0,7120
R72 01212 0019,16230,75430,91660
R72 02201 0034,15980,106520,122500
R72 02201 0032,11140,49260,60400
R72 01210 0094,14880,18710,33590
R72 01209 0053,12640,47940,60580
R72 01210 0016,15310,30190,45500
R72 01210 0037,14880,53270,68150
R72 02202 0059,9280,17950,27230
R72 02202 0023,12600,24080,36680
R72 01209 0054,13120,34930,48050
R72 01212 0014,20230,61570,81800
R72 01206 0048,14990,27060,42050
R72 01209 0081,16220,58670,74890
R72 01210 0025,201240,958760,1160000
R72 01211 0049,10800,1570,12370
R72 01211 0053,16200,78510,94710
R72 01211 0050,5400,540,5940
R72 02203 0085,17480,36450,53930
R72 02203 0086,20440,50850,71290
R72 01208 0053,14690,60960,75650
R72 01210 0089,12100,0,12100
R72 01210 0090,14880,69870,84750
R72 01210 0091,5950,0,5950
R72 01209 0043,26140,61360,87500
R72 01210 0087,22680,24220,46900
R72 02203 0084,18480,46170,64650
R72 01206 0015,14990,18220,33210
R72 01210 0020,15310,41450,56760
R72 02203 0022,14770,41270,56040
R72 01207 0066,12000,15960,27960
R72 01211 0036,16730,47000,63730
R72 02203 0010,14880,29150,44030
R72 01212 0010,14650,50300,64950
R72 02203 0025,15120,15300,30420
R72 01210 0045,14880,44380,59260
R72 01210 0092,15120,33660,48780
R72 01209 0042,17150,45440,62590
R72 01208 0042,4220,0,4220
R72 01208 0089,0,0,0
R72 02203 0079,17480,53430,70910
R72 01206 0046,16220,41420,57640
R72 02203 0014,7670,2940,10610
R72 01206 0021,8100,44470,52570
R72 01210 0040,14880,57170,72050
R72 01208 0059,14690,17680,32370
R72 01210 0068,15120,24960,40080
R72 01208 0065,17150,6940,24090
R72 01206 0033,7490,0,7490
R72 01206 0034,14990,51460,66450
R72 01210 0099,12330,6300,18630
R72 01212 0008,15590,26360,41950
R72 01209 0051,15260,39320,54580
R72 02203 0042,7800,3850,11650
R72 02203 0039,15120,21260,36380
R72 02203 0041,14180,9350,23530
R72 02203 0040,14880,28510,43390
R72 02203 0088,10220,14660,24880
R72 01208 0001,13500,46970,60470
R72 02203 0082,18480,26340,44820
R72 01209 0033,8810,18590,27400
R72 01210 0073,15120,37910,53030
R72 01206 0056,16730,45390,62120
R72 01212 0046,6870,0,6870
R72 01208 0046,10210,33320,43530
R72 01208 0045,3160,0,3160
R72 02203 0080,19480,110580,130060
R72 01210 0076,15590,15160,30750
R72 01208 0041,12050,75040,87090
R72 01210 0085,15360,14600,29960
R72 02201 0050,19980,94150,114130
R72 01209 0106,17700,46390,64090
R72 01210 0036,14880,29430,44310
R72 01212 0033,6880,0,6880
R72 01209 0088,14490,38230,52720
R72 01209 0079,6190,0,6190
R72 01209 0096,9320,60380,69700
R72 01210 0098,10060,27030,37090
R72 01211 0046,16730,35010,51740
R72 01211 0045,16730,14860,31590
R72 02201 0012,18480,47250,65730
R72 01209 0035,3630,0,3630
R72 01209 0034,8810,0,8810
R72 02201 0025,18480,18820,37300
R72 01212 0039,4820,0,4820
R72 01212 0040,15880,33380,49260
R72 01206 0037,14990,18760,33750
R72 01206 0047,13010,77710,90720
R72 01211 0047,16730,11720,28450
R72 01209 0070,19980,103110,123090
R72 01210 0019,15310,55670,70980
R72 02207 0015,15730,2470,18200
R72 02203 0028,14880,42880,57760
R72 02203 0030,11910,0,11910
R72 02203 0029,11910,0,11910
R72 01209 0005,12180,73960,86140
R72 02202 0041,6720,20820,27540
R72 01210 0013,13370,36870,50240
R72 02203 0061,12630,41110,53740
R72 02201 0013,18480,29310,47790
R72 01306 0081,!,!,!
R72 01301 0003,4840,50540,55380
R72 01302 0086,14180,32830,47010
R72 01302 0059,!,!,!
R72 01305 0028,2170,0,2170
R72 01302 0014,610,0,610
R72 01205 0047,8160,0,8160
R72 01302 0012,3840,0,3840
R72 01302 0011,6280,0,6280
R72 01204 0002,!,!,!
R72 01204 0013,!,!,!
R72 01205 0046,16320,33410,49730
R72 01308 0021,17480,58510,75990
R72 01204 0009,!,!,!
R72 01204 0044,!,!,!
R72 01204 0012,!,!,!
R72 01205 0050,!,!,!
R72 01205 0049,!,!,!
R72 01205 0044,!,!,!
R72 01204 0045,15840,52180,68020
R72 01205 0045,!,!,!
R72 01204 0074,18040,15000,33040
R72 01205 0043,!,!,!
R72 01204 0027,16100,20070,36170
R72 01204 0007,10540,109580,120120
R72 01204 0017,21000,50230,71230
R72 01204 0078,16370,28870,45240
R72 01204 0033,7400,10120,17520
R72 01204 0026,13880,33350,47230
R72 01204 0041,17710,48790,66500
R72 01204 0003,24740,140980,165720
R72 01204 0067,19830,21630,41460
R72 01204 0016,21000,31850,52850
R72 01204 0037,17710,31050,48760
R72 01204 0076,13880,7580,21460
R72 01204 0090,!,!,!
R72 01204 0006,30390,66390,96780
R72 01204 0063,19830,45860,65690
R72 01204 0021,21900,95470,117370
R72 01204 0025,2660,2340,5000
R72 01204 0061,19220,54540,73760
R72 01204 0028,19710,44090,63800
R72 01305 0051,25200,39610,64810
R72 01204 0054,15590,67380,82970
R72 01204 0032,4690,55620,60310
R72 01204 0018,19800,75460,95260
R72 01204 0075,14430,12660,27090
R72 01204 0082,3090,0,3090
R72 01204 0062,19830,42300,62130
R72 01204 0034,27250,11350,38600
R72 01302 0045,26160,68700,94860
R72 01204 0010,!,!,!
R72 01204 0052,!,!,!
R72 01204 0053,!,!,!
R72 01204 0011,!,!,!
R72 01204 0005,!,!,!
R72 01204 0077,!,!,!
R72 01204 0035,!,!,!
R72 01204 0004,!,!,!
R72 01204 0065,!,!,!
R72 01204 0060,!,!,!
R72 01204 0050,!,!,!
R72 01204 0073,!,!,!
R72 01204 0014,!,!,!
R72 01204 0030,!,!,!
R72 01204 0055,!,!,!
R72 01204 0086,!,!,!
R72 01204 0008,!,!,!
R72 01303 0034,19690,45440,65130
R72 01302 0041,17170,188490,205660
R72 01302 0013,2730,0,2730
R72 01308 0018,8020,25170,33190
R72 01305 0022,22600,94840,117440
R72 01204 0020,18000,64470,82470
R72 01204 0029,18320,52540,70860
R72 01204 0051,25660,31430,57090
R72 01306 0044,16540,63310,79850
R72 01204 0024,2320,2680,5000
R72 01302 0056,21000,14250,35250
R72 01308 0013,16540,61270,77810
R72 01204 0059,20440,59850,80290
R72 01303 0026,40950,86370,127320
R72 01306 0025,17060,38700,55760
R72 01305 0001,16540,40950,57490
R72 01205 0054,6990,0,6990
R72 01204 0085,0,0,0
R72 01205 0052,9320,0,9320
R72 01305 0009,16540,51100,67640
R72 01306 0030,18900,46670,65570
R72 01308 0047,16540,39890,56430
R72 01205 0053,9320,0,9320
R72 01303 0008,17060,54030,71090
R72 01304 0001,16040,152690,168730
R72 01205 0048,10330,8690,19020
R72 01205 0051,9320,245470,254790
R72 01307 0003,16540,39660,56200
R72 01205 0042,30090,48900,78990
R72 01308 0082,3310,0,3310
R72 01204 0066,28290,32380,60670
R72 01303 0021,9490,65920,75410
R72 01306 0033,19260,67090,86350
R72 01304 0003,18040,6970,25010
R72 01204 0084,0,0,0
R72 01308 0014,5790,0,5790
R72 01305 0026,5870,4880,10750
R72 01308 0002,24000,124990,148990
R72 01302 0077,5790,0,5790
R72 01204 0058,15840,40430,56270
R72 01302 0042,6440,0,6440
R72 01204 0089,5330,4910,10240
R72 01307 0006,14440,14050,28490
R72 01305 0030,8270,27800,36070
R72 01305 0007,16540,45330,61870
R72 01306 0029,18900,44050,62950
R72 01305 0020,7040,0,7040
R72 01305 0002,16540,42720,59260
R72 01306 0005,18900,60490,79390
R72 01306 0004,!,!,!
R72 01302 0080,!,!,!
R72 01308 0019,17480,40060,57540
R72 01205 0000,!,!,!
R72 01303 0022,7410,77260,84670
R72 01306 0037,12000,60870,72870
R72 01204 0049,11130,60520,71650
R72 01302 0082,16540,39440,55980
R72 01306 0042,16540,57990,74530
R72 01305 0017,4880,1310,6190
R72 01308 0045,12340,35100,47440
R72 01302 0084,15230,68860,84090
R72 01302 0094,17170,54790,71960
R72 01302 0078,16540,17700,34240
R72 01301 0046,11480,128140,139620
R72 01302 0034,2500,1310,3810
R72 01303 0023,!,!,!
R72 01303 0020,9490,65470,74960
R72 01304 0022,!,!,!
R72 01301 0052,8160,36410,44570
R72 01308 0027,16540,36250,52790
R72 01306 0011,17060,15300,32360
R72 01308 0032,!,!,!
R72 01305 0019,!,!,!
R72 01306 0067,16540,47330,63870
R72 01304 0035,16540,68430,84970
R72 01302 0093,!,!,!
R72 01302 0091,16900,55170,72070
R72 01302 0029,27000,23500,50500
R72 01305 0049,!,!,!
R72 01303 0037,!,!,!
R72 01304 0043,8020,25040,33060
R72 01306 0006,18900,46350,65250
R72 01308 0052,16540,33380,49920
R72 01305 0006,16540,72980,89520
R72 01305 0014,16540,34480,51020
R72 01305 0027,!,!,!
R72 01302 0047,!,!,!
R72 01303 0029,!,!,!
R72 01301 0041,!,!,!
R72 01304 0014,!,!,!
R72 01308 0054,36000,110080,146080
R72 01306 0065,!,!,!
R72 01303 0013,18900,41690,60590
R72 01308 0026,16540,34520,51060
R72 01303 0006,17060,42680,59740
R72 01305 0025,!,!,!
R72 01306 0022,6040,2330,8370
R72 01304 0017,20480,64480,84960
R72 01307 0043,10790,28070,38860
R72 01303 0016,13390,39590,52980
R72 01304 0034,!,!,!
R72 01303 0045,3840,0,3840
R72 01302 0002,!,!,!
R72 01305 0010,16540,42650,59190
R72 01302 0009,!,!,!
R72 01302 0079,17060,29960,47020
R72 01301 0054,!,!,!
R72 01308 0028,16540,35660,52200
R72 01302 0010,16700,52000,68700
R72 01301 0006,9320,41020,50340
R72 01301 0042,6560,55060,61620
R72 01308 0020,4010,40360,44370
R72 01304 0004,!,!,!
R72 01305 0029,!,!,!
R72 01301 0039,!,!,!
R72 01308 0036,16540,36960,53500
R72 01302 0008,!,!,!
R72 01308 0055,!,!,!
R72 01306 0064,17850,24000,41850
R72 01308 0007,16540,39870,56410
R72 01306 0024,17330,34910,52240
R72 01302 0035,2680,6510,9190
R72 01302 0044,!,!,!
R72 01306 0061,16540,69280,85820
R72 01305 0004,16540,17970,34510
R72 01304 0005,!,!,!
R72 01306 0046,16540,43310,59850
R72 01305 0003,16540,44510,61050
R72 01301 0047,!,!,!
R72 01303 0015,13390,72020,85410
R72 01308 0040,16540,47370,63910
R72 01302 0058,10500,18880,29380
R72 01303 0024,!,!,!
R72 01304 0029,18110,58510,76620
R72 01304 0039,16540,25960,42500
R72 01308 0042,18110,34100,52210
R72 01302 0050,14440,55430,69870
R72 01307 0012,16540,42140,58680
R72 01306 0048,5790,0,5790
R72 01308 0057,4850,0,4850
R72 01307 0005,14440,30310,44750
R72 01307 0007,!,!,!
R72 01305 0023,!,!,!
R72 01302 0037,!,!,!
R72 01304 0008,16540,90830,107370
R72 01308 0025,16540,66920,83460
R72 01304 0012,!,!,!
R72 01301 0053,9690,43660,53350
R72 01308 0083,!,!,!
R72 01302 0046,!,!,!
R72 01304 0024,!,!,!
R72 01301 0043,!,!,!
R72 01305 0044,!,!,!
R72 01303 0012,!,!,!
R72 01306 0072,!,!,!
R72 01302 0063,!,!,!
R72 01301 0049,!,!,!
R72 01302 0052,!,!,!
R72 01304 0016,!,!,!
R72 01304 0018,!,!,!
R72 01302 0032,!,!,!
R72 01301 0045,!,!,!
R72 01305 0024,!,!,!
R72 01305 0048,!,!,!
R72 01304 0006,!,!,!
R72 01306 0077,5270,0,5270
R72 01306 0026,17060,42470,59530
R72 01305 0047,8060,31540,39600
R72 01302 0033,14440,28540,42980
R72 01308 0017,17480,4100,21580
R72 01303 0031,18900,42080,60980
R72 01308 0041,16540,33660,50200
R72 01302 0085,!,!,!
R72 01304 0013,21000,64690,85690
R72 01204 0043,6930,3010,9940
R72 01306 0035,12130,72610,84740
R72 01305 0018,!,!,!
R72 01305 0053,!,!,!
R72 01308 0001,13070,38400,51470
R72 01308 0030,16540,36590,53130
R72 01302 0083,13650,29850,43500
R72 01305 0037,16540,38060,54600
R72 01302 0031,18640,47770,66410
R72 01308 0024,16540,47610,64150
R72 01304 0009,6200,0,6200
R72 01305 0032,16540,23350,39890
R72 01306 0010,17060,52030,69090
R72 01308 0005,18110,70760,88870
R72 01303 0005,14180,31310,45490
R72 01302 0053,15230,43980,59210
R72 01305 0031,16540,51060,67600
R72 01308 0022,8910,28490,37400
R72 01302 0036,14700,50090,64790
R72 01308 0056,4010,0,4010
R72 01302 0038,21000,38340,59340
R72 01303 0033,17060,40740,57800
R72 01302 0003,!,!,!
R72 01302 0060,!,!,!
R72 01302 0054,13650,22480,36130
R72 01306 0036,16540,39220,55760
R72 01302 0039,!,!,!
R72 01304 0023,!,!,!
R72 01303 0025,14180,58280,72460
R72 01302 0043,15100,4770,19870
R72 01308 0039,9230,22790,32020
R72 01302 0061,16540,27180,43720
R72 01302 0087,!,!,!
R72 01307 0001,12290,35340,47630
R72 01305 0005,16540,51230,67770
R72 01304 0037,16850,50860,67710
R72 01305 0016,2440,31820,34260
R72 01306 0039,16540,60180,76720
R72 01308 0011,16540,57630,74170
R72 01303 0019,10030,53570,63600
R72 01303 0028,!,!,!
R72 01308 0012,16540,68590,85130
R72 01303 0011,21000,102790,123790
R72 01305 0008,16540,50580,67120
R72 01301 0005,8270,66310,74580
R72 01302 0055,16540,29110,45650
R72 01307 0016,16540,46750,63290
R72 01305 0015,8710,84520,93230
R72 01306 0080,!,!,!
R72 01306 0027,17850,51320,69170
R72 01308 0010,16540,26720,43260
R72 01304 0028,18110,50440,68550
R72 01306 0068,16540,33740,50280
R72 01304 0032,15490,45690,61180
R72 01303 0018,15840,80160,96000
R72 01306 0047,16540,47310,63850
R72 01307 0009,!,!,!
R72 01308 0038,13860,42240,56100
R72 01306 0069,16540,40320,56860
R72 01308 0080,10270,53390,63660
R72 01302 0057,!,!,!
R72 01303 0035,!,!,!
R72 01303 0027,!,!,!
R72 01302 0004,!,!,!
R72 01301 0048,!,!,!
R72 01301 0037,!,!,!
R72 01302 0096,!,!,!
R72 01302 0030,!,!,!
R72 01301 0050,8290,42210,50500
R72 01304 0047,!,!,!
R72 01308 0003,!,!,!
R72 01307 0014,16540,44580,61120
R72 01304 0002,!,!,!
R72 01301 0051,!,!,!
R72 01307 0004,16280,51840,68120
R72 01308 0035,16540,32960,49500
R72 01304 0038,16540,50600,67140
R72 01304 0007,16540,74610,91150
R72 01303 0010,16800,47290,64090
R72 01205 0072,!,!,!
R72 01204 0019,21300,63260,84560
R72 01204 0047,15840,46260,62100
R72 01303 0032,17850,54320,72170
R72 01304 0031,16850,64180,81030
R72 01302 0048,17170,11760,28930
R72 01204 0040,17710,47870,65580
R72 01303 0038,15750,35010,50760
R72 01306 0066,15230,47080,62310
R72 01308 0051,16540,32370,48910
R72 01308 0050,16540,34600,51140
R72 01308 0049,5790,0,5790
R72 01308 0048,16540,35440,51980
R72 01302 0064,2430,0,2430
R72 01204 0042,17710,52670,70380
R72 01302 0088,14440,67840,82280
R72 01302 0089,8270,0,8270
R72 01302 0090,8270,0,8270
R72 01305 0012,8270,35560,43830
R72 01303 0009,17850,38910,56760
R72 01302 0051,14440,40130,54570
R72 01306 0008,18900,54260,73160
R72 01204 0038,17710,34100,51810
R72 01204 0039,17710,43960,61670
R72 01204 0001,20400,104270,124670
R72 01305 0038,16540,41420,57960
R72 01304 0010,16540,63330,79870
R72 01308 0053,16540,34040,50580
R72 01306 0062,16540,44870,61410
R72 01304 0020,16540,47470,64010
R72 01306 0009,17850,55110,72960
R72 01304 0046,4690,0,4690
R72 01304 0044,14250,43360,57610
R72 01304 0045,13390,51810,65200
R72 01306 0063,16540,71500,88040
R72 01305 0035,16540,53150,69690
R72 01307 0018,3380,0,3380
R72 01204 0046,15680,75990,91670
R72 01304 0011,21000,84630,105630
R72 01303 0007,17060,50670,67730
R72 01308 0006,16540,40770,57310
R72 01304 0021,25200,101080,126280
R72 01204 0083,17060,37050,54110
R72 01204 0068,2600,0,2600
R72 01307 0015,16540,40490,57030
R72 01308 0008,16540,39730,56270
R72 01204 0064,20520,65740,86260
R72 01205 0041,16320,48010,64330
R72 01205 0071,4210,0,4210
R72 01304 0027,16540,45610,62150
R72 01308 0081,3250,0,3250
R72 01305 0045,13910,30160,44070
R72 01306 0031,7090,0,7090
R72 01305 0043,13650,29090,42740
R72 01306 0032,18900,58090,76990
R72 01304 0042,8020,3420,11440
R72 01302 0007,7130,57600,64730
R72 01305 0046,4770,0,4770
R72 01302 0040,16540,20930,37470
R72 01304 0040,10020,3420,13440
R72 01304 0041,8020,3420,11440
R72 01307 0013,16540,42000,58540
R72 01306 0070,6200,0,6200
R72 01205 0037,5400,0,5400
R72 01301 0038,7180,37520,44700
R72 01204 0071,14790,52040,66830
R72 01204 0081,6830,0,6830
R72 01303 0014,14400,31930,46330
R72 01301 0002,1840,0,1840
R72 01308 0046,16540,51800,68340
R72 01301 0001,4800,60380,65180
R72 01204 0048,10240,46520,56760
R72 01307 0002,16540,48530,65070
R72 01301 0044,13010,82260,95270
R72 01204 0080,15150,51050,66200
R72 01204 0072,19700,7880,27580
R72 01306 0038,16540,39520,56060
R72 01305 0013,6000,7000,13000
R72 01308 0029,16540,40700,57240
R72 01302 0095,17170,63150,80320
R72 01308 0037,19920,38970,58890
R72 01301 0040,7880,47600,55480
R72 01303 0030,18900,58470,77370
R72 01308 0009,16540,57170,73710
R72 01308 0044,3700,0,3700
R72 01308 0043,18110,61200,79310
R72 01308 0034,9060,0,9060
R72 01308 0033,17590,57640,75230
R72 01307 0017,16540,58430,74970
R72 01306 0045,16540,45950,62490
R72 01302 0081,16280,35410,51690
R72 01306 0003,18900,50540,69440
R72 01304 0030,16540,20020,36560
R72 01304 0033,17590,43220,60810
R72 01301 0036,7880,50340,58220
R72 01305 0011,16540,88150,104690
R72 01302 0092,17440,61060,78500
R72 01204 0036,17710,15610,33320
R72 01303 0017,18900,101610,120510
R72 01306 0007,18900,56790,75690
R72 01308 0031,17060,52880,69940
R72 01306 0076,16540,42570,59110
R72 01302 0049,17170,66670,83840
R72 01204 0069,16740,46740,63480
R72 01305 0052,!,!,!
R72 01306 0043,16540,49040,65580
R72 01306 0028,19260,16940,36200
R72 01304 0036,16540,37820,54360
R72 01306 0041,16540,74660,91200
R72 01305 0042,14560,33380,47940
R72 01303 0044,10140,82820,92960
